"elections";"candidate";"list_name";"list_pos";"pref_votes";"elected";"nom_party";"pol_affil";"mayor";"dep_mayor";"board";"gov_support";"elig_voters";"ballots_cast"
"2018";"Nový Miroslav";"STAN";8;372;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2018";"Petr Vojtěch";"STAN";9;352;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2018";"Luňák Stanislav";"STAN";10;368;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2018";"Prylová Pavla";"STAN";11;363;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2018";"Bartoníčková Hana";"STAN";12;347;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2018";"Procházka Radek";"STAN";13;351;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2018";"Rusová Ivana";"STAN";14;353;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2018";"Volbrachtová Anastázie";"STAN";15;293;0;"STAN";"BEZPP";0;0;0;0;NA;NA
"2022";"Vidner Miroslav";"Pro Horoměřice s TOP 09";1;176;1;"TOP 09";"BEZPP";0;0;0;0;3107;1553
"2022";"Ditrych Aleš";"Pro Horoměřice s TOP 09";2;116;0;"TOP 09";"TOP 09";0;0;0;0;NA;NA
"2022";"Mikeš Petr";"Pro Horoměřice s TOP 09";3;103;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Ihmová Alena";"Pro Horoměřice s TOP 09";4;110;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Strakoš David";"Pro Horoměřice s TOP 09";5;90;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Bayerová Lucie";"Pro Horoměřice s TOP 09";6;88;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Fejfar Petr";"Pro Horoměřice s TOP 09";7;91;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Královec Robert";"Pro Horoměřice s TOP 09";8;88;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Vorel Jiří";"Pro Horoměřice s TOP 09";9;95;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Kalina Jaromír";"Pro Horoměřice s TOP 09";10;83;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Kopřiva Petr";"Pro Horoměřice s TOP 09";11;78;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Schierreichová Štěpánka";"Pro Horoměřice s TOP 09";12;82;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Žejglic Antonín";"Pro Horoměřice s TOP 09";13;70;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Dobšínský Ladislav";"Pro Horoměřice s TOP 09";14;77;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Ditrychová Ludmila";"Pro Horoměřice s TOP 09";15;69;0;"TOP 09";"BEZPP";0;0;0;0;NA;NA
"2022";"Langer Luboš";"ODS";1;429;1;"ODS";"ODS";0;0;0;0;NA;NA
"2022";"Bradáč Miroslav";"ODS";2;410;1;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Hordóssyová Gabriela";"ODS";3;453;1;"ODS";"ODS";0;0;0;0;NA;NA
"2022";"Babka Zdeněk";"ODS";4;427;1;"ODS";"ODS";0;0;0;0;NA;NA
"2022";"Kohoutová Jana";"ODS";5;426;0;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Kohutič Filip";"ODS";6;403;0;"ODS";"ODS";0;0;0;0;NA;NA
"2022";"Procházka Martin";"ODS";7;391;0;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Nešpor Petr";"ODS";8;361;0;"ODS";"ODS";0;0;0;0;NA;NA
"2022";"Šídlo Miroslav";"ODS";9;372;0;"ODS";"ODS";0;0;0;0;NA;NA
"2022";"Sadílek Zdeněk (2)";"ODS";10;405;0;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Šrajerová Lucie";"ODS";11;392;0;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Bubák Zdeněk";"ODS";12;382;0;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Rymešová Pavla";"ODS";13;380;0;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Hloušek Jan";"ODS";14;369;0;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Splítek Vlastimil";"ODS";15;339;0;"ODS";"BEZPP";0;0;0;0;NA;NA
"2022";"Herčík Jan";"Naše Horoměřice";1;749;1;"NK";"BEZPP";1;0;1;1;NA;NA
